type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10
Treated,L1R,Durham,Family Style,Franchise,20,Yes,No,22.96,No
Treated,L9E,Halton,Casual Dining,No,7,Yes,Yes,20.88,No
Treated,L7B,York,Fast Casual,No,3,Yes,Yes,18.58,No
Treated,L6P,Peel,Casual Dining,No,13,Yes,Yes,20.59,No
Treated,M9N,Toronto,Casual Dining,No,14,Yes,No,18.31,No
Treated,M0Z,Toronto,Fast Food,Franchise,0,Yes,No,21.23,No
Treated,L9L,Durham,Fast Casual,No,0,Yes,Yes,14.41,No
Treated,L6X,Peel,Casual Dining,Franchise,3,Yes,No,18.74,No
Treated,M9Y,Toronto,Family Style,Franchise,1,Yes,No,20.55,No
Treated,M0I,Toronto,Premium Casual,Franchise,2,Yes,No,17.98,Yes
Treated,L9E,Halton,Casual Dining,Franchise,1,Yes,No,14.4,No
Treated,L7N,Halton,Fast Food,No,19,Yes,Yes,14.55,Yes
Treated,L7R,Halton,Fast Casual,No,9,Yes,No,19.52,No
Treated,L0E,Durham,Fine Dining,Franchise,4,Yes,Yes,17.87,No
Treated,M4G,Toronto,Family Style,No,9,Yes,No,21.91,No
Treated,L6B,York,Fast Casual,No,13,Yes,No,15.18,No
Treated,M1Y,Toronto,Family Style,Franchise,0,Yes,No,19.49,No
Treated,M2Z,Toronto,Casual Dining,No,6,Yes,No,14.16,No
Treated,M7V,Toronto,Casual Dining,No,7,Yes,Yes,14.6,No
Treated,M4H,Toronto,Fast Casual,No,12,Yes,Yes,19.45,No
Treated,M0E,Toronto,Fast Food,Franchise,24,Yes,Yes,21.11,No
Treated,L6S,Peel,Fine Dining,No,17,Yes,Yes,16.77,No
Treated,L3P,York,Fast Food,No,16,Yes,Yes,15.46,No
Treated,M7E,Toronto,Family Style,No,15,Yes,No,18.84,No
Treated,L6J,Halton,Premium Casual,No,11,No,Yes,18.55,No
Treated,M9X,Toronto,Family Style,Franchise,24,Yes,Yes,19.48,No
Treated,L3X,York,Casual Dining,Franchise,14,Yes,No,14.38,No
Treated,M5B,Toronto,Casual Dining,Franchise,1,Yes,No,18.97,No
Treated,M3R,Toronto,Fast Casual,No,7,Yes,No,22.99,Yes
Treated,M4T,Toronto,Premium Casual,No,2,Yes,No,20.37,No
Treated,M2R,Toronto,Family Style,Franchise,3,Yes,No,18.62,No
Treated,M5T,Toronto,Premium Casual,No,6,Yes,No,19.71,No
Treated,L0C,Durham,Family Style,No,1,No,Yes,22.11,No
Treated,L7A,Peel,Fast Food,No,3,Yes,No,18.37,No
Treated,L7C,Peel,Fast Casual,No,0,Yes,No,21.65,No
Treated,L0H,York,Fast Casual,No,4,Yes,No,18.94,No
Treated,L6G,York,Casual Dining,No,6,Yes,No,17.1,No
Treated,L6C,York,Casual Dining,No,6,Yes,No,18.85,No
Treated,L9L,Durham,Casual Dining,Franchise,17,Yes,No,11.76,No
Treated,L9L,Durham,Fine Dining,No,4,Yes,Yes,18.41,No
Treated,L0C,Durham,Fast Casual,Franchise,17,Yes,Yes,17.84,No
Treated,L4B,York,Fast Casual,No,5,Yes,No,16.57,No
Treated,L9N,York,Family Style,No,2,Yes,Yes,16.31,No
Treated,L7E,York,Family Style,Franchise,12,Yes,No,17.55,No
Treated,M7V,Toronto,Casual Dining,No,10,Yes,Yes,17.07,No
Treated,L5R,Peel,Casual Dining,Franchise,9,Yes,Yes,20.36,No
Treated,L0E,Durham,Fast Casual,No,17,Yes,Yes,20.54,No
Treated,L9P,Durham,Casual Dining,No,7,Yes,No,18.93,No
Treated,L1M,Durham,Premium Casual,Franchise,7,Yes,Yes,21.58,No
Treated,M0V,Toronto,Fast Casual,No,12,Yes,No,20.35,No
Treated,M4I,Toronto,Casual Dining,No,7,Yes,Yes,18.89,No
Treated,L1G,Durham,Casual Dining,No,0,Yes,Yes,18.15,No
Treated,L4A,York,Casual Dining,No,15,Yes,Yes,20.84,No
Treated,L7C,Peel,Casual Dining,No,9,Yes,No,15.52,No
Treated,L9L,Durham,Family Style,Franchise,7,Yes,No,21.59,No
Treated,L5R,Peel,Fast Casual,No,6,Yes,Yes,16.22,No
Treated,M2O,Toronto,Casual Dining,Franchise,8,Yes,No,17.34,No
Treated,M4E,Toronto,Fast Food,Franchise,8,Yes,Yes,22.15,No
Treated,L3X,York,Family Style,Franchise,7,Yes,No,17.79,No
Treated,L4X,Peel,Fast Casual,No,4,Yes,No,15.76,No
Treated,L6Z,Peel,Casual Dining,No,10,Yes,No,20.06,No
Treated,M2S,Toronto,Family Style,No,22,Yes,No,18.83,No
Treated,M8J,Toronto,Fast Casual,No,8,Yes,No,18.4,No
Treated,M5K,Toronto,Family Style,No,5,Yes,No,16.31,Yes
Treated,L0P,Halton,Fast Casual,No,11,Yes,No,18.32,No
Treated,L6Z,Peel,Fast Food,Franchise,28,Yes,No,19.25,No
Treated,L6X,Peel,Fine Dining,No,2,Yes,Yes,22.24,No
Treated,M2A,Toronto,Premium Casual,No,2,Yes,Yes,16.47,No
Treated,M8Y,Toronto,Fast Casual,No,6,No,No,15.71,No
Treated,L9P,Durham,Casual Dining,No,11,Yes,No,11.89,Yes
Treated,L6M,Halton,Fast Food,No,6,Yes,Yes,17.65,No
Treated,L6Y,Peel,Fast Food,No,21,Yes,No,21.98,No
Treated,L4W,Peel,Family Style,Franchise,6,No,Yes,18.89,No
Treated,L6Z,Peel,Family Style,No,2,Yes,Yes,19.55,No
Treated,L6A,York,Family Style,No,11,Yes,No,22.64,No
Treated,L4V,Peel,Fast Food,No,12,Yes,No,23.38,Yes
Treated,L6E,York,Fine Dining,Franchise,8,Yes,No,18.1,No
Treated,L7A,Peel,Family Style,Franchise,15,Yes,No,17.37,No
Treated,M9G,Toronto,Family Style,No,4,Yes,No,15.03,No
Treated,L1G,Durham,Family Style,No,17,Yes,Yes,19.71,Yes
Treated,L5N,Peel,Casual Dining,Franchise,2,Yes,Yes,19.82,No
Treated,M0N,Toronto,Fast Food,No,10,Yes,Yes,17.46,No
Treated,M1C,Toronto,Family Style,No,18,Yes,Yes,20.18,No
Treated,L6Y,Peel,Premium Casual,Franchise,11,Yes,No,21.33,No
Treated,M0I,Toronto,Fine Dining,No,22,Yes,Yes,17.12,No
Treated,L6T,Peel,Casual Dining,No,16,Yes,No,11.87,No
Treated,L0G,York,Premium Casual,No,5,Yes,No,17.91,No
Treated,M8Q,Toronto,Fast Casual,Franchise,9,Yes,No,13.24,No
Treated,L0E,York,Fine Dining,Franchise,9,Yes,Yes,16.21,No
Treated,M5W,Toronto,Family Style,No,10,Yes,Yes,19.98,No
Treated,L1B,Durham,Family Style,No,21,Yes,No,24.33,No
Treated,M9N,Toronto,Family Style,No,13,Yes,Yes,16.45,No
Treated,L9N,York,Fast Casual,No,6,Yes,No,25.59,No
Treated,M3X,Toronto,Casual Dining,Franchise,25,Yes,No,15.79,No
Treated,M1S,Toronto,Family Style,No,12,Yes,Yes,18.1,No
Treated,M1M,Toronto,Fast Food,No,1,Yes,No,17.29,No
Treated,L4B,York,Fast Food,Franchise,17,Yes,No,15.71,Yes
Treated,L7A,Peel,Premium Casual,No,21,Yes,No,19.92,No
Treated,L4G,York,Premium Casual,No,10,Yes,No,23.21,Yes
Treated,L5P,Peel,Family Style,No,2,Yes,No,19.63,No
Treated,L9N,York,Casual Dining,No,5,No,No,20.82,No
Treated,L7C,Peel,Casual Dining,Franchise,8,Yes,Yes,18.37,No
Treated,L6B,York,Casual Dining,Franchise,9,Yes,Yes,16.58,No
Treated,L6P,Peel,Fast Casual,No,1,Yes,No,17.47,No
Treated,M0F,Toronto,Casual Dining,No,17,No,No,19.39,No
Treated,M2S,Toronto,Family Style,No,14,Yes,Yes,16.73,No
Treated,L6B,York,Fast Casual,No,13,Yes,Yes,15.82,Yes
Treated,L9T,Halton,Fast Casual,Franchise,13,No,No,16.56,No
Treated,L7K,Peel,Family Style,No,1,Yes,No,18.85,No
Treated,M6A,Toronto,Premium Casual,No,13,Yes,No,19.34,No
Treated,M9T,Toronto,Family Style,No,4,Yes,Yes,17.58,No
Treated,L0G,York,Family Style,Franchise,13,Yes,Yes,14.6,No
Treated,L0E,Durham,Casual Dining,Franchise,11,Yes,No,19.91,No
Treated,L7A,Peel,Fine Dining,Franchise,7,Yes,No,13.61,No
Treated,L7A,Peel,Fast Food,Franchise,7,No,No,15.13,No
Treated,L9E,Halton,Casual Dining,Franchise,1,Yes,Yes,17.2,No
Treated,L0P,Halton,Casual Dining,Franchise,13,Yes,No,14.74,No
Treated,M5O,Toronto,Fast Casual,No,9,Yes,No,15.53,No
Treated,L3R,York,Family Style,No,9,Yes,Yes,20.55,No
Treated,L7K,Peel,Casual Dining,No,8,Yes,No,16.1,No
Treated,M2T,Toronto,Family Style,Franchise,7,Yes,No,17.18,No
Treated,M8R,Toronto,Fast Casual,No,9,Yes,No,20.15,No
Treated,L5L,Peel,Premium Casual,No,20,No,Yes,19.4,No
Treated,L1Z,Durham,Family Style,No,10,Yes,No,18.04,Yes
Treated,L6K,Halton,Casual Dining,Franchise,6,Yes,No,20.03,No
Treated,M4J,Toronto,Casual Dining,No,3,Yes,Yes,19.87,No
Treated,L6S,Peel,Family Style,Franchise,5,Yes,No,20.45,No
Treated,L7P,Halton,Fast Casual,No,22,Yes,No,17.93,No
Treated,L0B,Durham,Fast Casual,No,12,Yes,Yes,16.98,No
Treated,M7F,Toronto,Family Style,Franchise,3,Yes,Yes,21.04,Yes
Treated,L4X,Peel,Casual Dining,Franchise,8,Yes,No,22.65,No
Treated,M2L,Toronto,Family Style,Franchise,9,Yes,Yes,13.32,No
Treated,L4G,York,Family Style,No,8,No,No,18.25,No
Treated,L7K,Peel,Fast Casual,Franchise,21,Yes,Yes,13.45,No
Treated,M7E,Toronto,Casual Dining,No,14,Yes,No,18.68,No
Treated,L0P,Halton,Fast Casual,No,13,Yes,Yes,20.05,No
Treated,L9L,Durham,Fine Dining,Franchise,21,Yes,Yes,17.69,No
Treated,M7R,Toronto,Fast Food,No,1,Yes,Yes,21.47,No
Treated,L5K,Peel,Fine Dining,Franchise,23,No,No,17.53,No
Treated,L5M,Peel,Family Style,Franchise,10,Yes,No,21.16,No
Treated,L7B,York,Casual Dining,Franchise,5,Yes,Yes,21.69,No
Treated,L5S,Peel,Fine Dining,No,25,Yes,No,18.87,Yes
Treated,M5V,Toronto,Fast Food,Franchise,12,Yes,No,16.93,No
Treated,M9W,Toronto,Fast Food,No,15,No,Yes,19.29,No
Treated,L1W,Durham,Fast Casual,No,9,Yes,Yes,15.64,No
Treated,L0P,Halton,Fast Casual,No,2,Yes,No,18.96,No
Treated,L6S,Peel,Casual Dining,Franchise,15,Yes,No,18.71,No
Treated,L0C,Durham,Casual Dining,Franchise,12,Yes,No,21.29,No
Treated,M9S,Toronto,Fast Casual,No,3,Yes,No,17.22,No
Treated,L6K,Halton,Fast Casual,Franchise,5,Yes,No,17.4,No
Treated,M9J,Toronto,Premium Casual,No,12,Yes,No,16.39,No
Treated,L6K,Halton,Fine Dining,No,1,Yes,No,19.54,No
Treated,M5U,Toronto,Casual Dining,No,20,Yes,No,18.44,No
Treated,L7K,Peel,Casual Dining,No,11,Yes,Yes,19.39,No
Treated,M4E,Toronto,Premium Casual,Franchise,4,Yes,No,18.55,No
Treated,L1Y,Durham,Fast Food,No,4,No,Yes,19.41,No
Treated,L9P,Durham,Casual Dining,Franchise,1,Yes,Yes,17.1,No
Treated,L7K,Peel,Premium Casual,Franchise,1,No,Yes,19.06,No
Treated,L3X,York,Fast Casual,No,13,Yes,Yes,15.1,No
Treated,L7K,Peel,Premium Casual,Franchise,2,Yes,No,15.54,No
Treated,L4Y,Peel,Premium Casual,No,9,Yes,No,20.72,No
Treated,L7N,Halton,Family Style,Franchise,3,Yes,No,17.22,Yes
Treated,L7E,York,Casual Dining,Franchise,5,No,No,16.51,No
Treated,L7C,Peel,Fast Casual,No,13,Yes,Yes,16.43,No
Treated,L5G,Peel,Fast Food,No,9,Yes,No,15.09,No
Treated,L0H,York,Casual Dining,No,8,Yes,No,19.71,No
Treated,L6V,Peel,Fast Food,Franchise,2,Yes,Yes,22.26,Yes
Treated,L7M,Halton,Fine Dining,No,9,Yes,No,22.55,No
Treated,L4C,York,Fast Food,No,12,Yes,No,18.11,Yes
Treated,L6K,Halton,Premium Casual,No,4,Yes,Yes,17.79,No
Treated,M8R,Toronto,Casual Dining,Franchise,14,Yes,No,18,No
Treated,L4Z,Peel,Casual Dining,No,10,Yes,Yes,17.5,No
Treated,M8D,Toronto,Fast Food,Franchise,3,Yes,Yes,20.1,No
Treated,L0B,Durham,Fast Food,No,4,Yes,No,17.14,No
Treated,L6Z,Peel,Casual Dining,No,18,Yes,No,21.04,No
Treated,L4V,Peel,Casual Dining,No,16,Yes,Yes,19.43,No
Treated,M4H,Toronto,Casual Dining,Franchise,3,Yes,Yes,21.19,No
Treated,L7M,Halton,Fine Dining,No,20,Yes,Yes,18.62,No
Treated,L9N,York,Fast Food,Franchise,14,Yes,No,15.06,No
Treated,L4Y,Peel,Fast Casual,Franchise,7,Yes,No,16.18,No
Treated,L1T,Durham,Casual Dining,No,3,No,No,18.56,No
Treated,M0I,Toronto,Casual Dining,No,14,Yes,No,24.16,No
Treated,L0B,Durham,Casual Dining,Franchise,15,No,No,18.8,Yes
Treated,L3X,York,Casual Dining,No,9,Yes,No,19.67,Yes
Treated,L6J,Halton,Casual Dining,No,14,Yes,No,16.52,Yes
Treated,M2F,Toronto,Fast Casual,No,6,Yes,Yes,17.72,No
Treated,L4W,Peel,Family Style,No,7,Yes,No,17.17,No
Treated,L0H,York,Premium Casual,No,6,Yes,No,19.62,No
Treated,M6H,Toronto,Fast Casual,Franchise,13,No,No,16.84,No
Treated,L4W,Peel,Casual Dining,No,10,Yes,Yes,15.78,No
Treated,L5C,Peel,Family Style,Franchise,7,Yes,Yes,12.59,No
Treated,M7V,Toronto,Family Style,No,13,Yes,Yes,21.8,No
Treated,L7E,York,Fine Dining,No,5,Yes,Yes,15.12,Yes
Treated,L0P,Halton,Premium Casual,No,8,Yes,No,25.84,No
Treated,L9N,York,Premium Casual,Franchise,12,Yes,No,17.64,No
Treated,L5T,Peel,Family Style,No,23,Yes,Yes,23.16,No
Treated,M4S,Toronto,Casual Dining,No,9,Yes,Yes,13.43,No
Treated,M1S,Toronto,Fast Casual,No,2,Yes,No,12.65,No
Treated,M6G,Toronto,Fast Casual,No,1,Yes,Yes,19.98,No
Treated,L9T,Halton,Family Style,Franchise,17,Yes,Yes,18.24,No
Treated,L4V,Peel,Casual Dining,Franchise,11,Yes,No,16.32,No
Treated,L4Y,Peel,Casual Dining,No,1,Yes,No,17.77,No
Treated,L9P,Durham,Fast Casual,Franchise,14,Yes,No,18.76,No
Treated,L6V,Peel,Casual Dining,Franchise,15,Yes,No,13.25,No
Treated,L0E,York,Premium Casual,No,2,Yes,Yes,21.12,No
Treated,L6P,Peel,Family Style,No,14,Yes,Yes,18.54,No
Treated,L4Y,Peel,Casual Dining,No,10,Yes,Yes,20.16,No
Treated,L0E,York,Family Style,No,9,No,No,18.68,No
Treated,L7S,Halton,Family Style,No,8,No,No,14.87,No
Treated,L0G,York,Fast Food,No,11,Yes,Yes,14.89,No
Treated,L4S,York,Fine Dining,Franchise,1,Yes,Yes,16.9,No
Treated,L0C,Durham,Fast Food,Franchise,5,Yes,No,17.12,No
Treated,L7L,Halton,Fine Dining,No,1,Yes,No,22.85,No
Treated,L6R,Peel,Fast Casual,No,5,Yes,No,18.47,No
Treated,L5N,Peel,Premium Casual,No,15,Yes,Yes,21.53,Yes
Treated,L6R,Peel,Premium Casual,No,14,Yes,Yes,16.34,Yes
Treated,L0P,Halton,Casual Dining,Franchise,10,Yes,Yes,18.26,No
Treated,L7B,York,Fast Casual,No,24,Yes,Yes,21.13,No
Treated,M6V,Toronto,Family Style,No,2,Yes,No,18.63,No
Treated,M1X,Toronto,Casual Dining,No,15,No,Yes,18.94,No
Treated,M0L,Toronto,Casual Dining,No,7,Yes,No,22.37,No
Treated,L1L,Durham,Family Style,Franchise,13,Yes,Yes,15.04,No
Treated,L5R,Peel,Fast Casual,Franchise,3,Yes,No,21.39,No
Treated,L0P,Halton,Casual Dining,Franchise,22,Yes,Yes,19.98,Yes
Treated,M9R,Toronto,Family Style,No,4,Yes,No,17.26,No
Treated,L0B,Durham,Casual Dining,No,10,No,Yes,19.08,No
Treated,M0J,Toronto,Casual Dining,No,10,Yes,No,16.18,No
Treated,L4Y,Peel,Family Style,No,7,No,Yes,21.64,No
Treated,L0E,Durham,Casual Dining,No,24,Yes,No,18.36,No
Treated,L5S,Peel,Casual Dining,Franchise,5,Yes,No,17.41,Yes
Treated,L9L,Durham,Fast Casual,No,5,Yes,No,14.83,No
Treated,L6L,Halton,Family Style,Franchise,3,No,Yes,17.92,No
Treated,L4E,York,Fast Casual,No,3,Yes,Yes,17.16,No
Treated,L9L,Durham,Fast Casual,No,2,No,No,20,No
Treated,L6J,Halton,Family Style,No,14,Yes,No,20.18,No
Treated,M9O,Toronto,Fast Casual,No,6,Yes,No,17.25,No
Treated,M2P,Toronto,Fast Casual,Franchise,6,Yes,Yes,17.11,No
Treated,L9N,York,Fast Casual,Franchise,13,Yes,Yes,21.83,No
Treated,L7B,York,Fast Food,Franchise,7,Yes,Yes,18.55,No
Treated,M6D,Toronto,Casual Dining,Franchise,18,Yes,No,21.74,No
Treated,L4V,Peel,Fast Casual,No,7,Yes,Yes,20.08,No
Treated,L1T,Durham,Fast Casual,No,14,Yes,No,16.39,No
Treated,M1N,Toronto,Casual Dining,Franchise,17,Yes,No,18.79,No
Treated,L9N,York,Family Style,No,9,Yes,No,20.44,No
Treated,L0B,Durham,Casual Dining,Franchise,2,Yes,No,18.2,No
Treated,L4S,York,Fast Casual,Franchise,5,Yes,No,16.24,No
Treated,L7B,York,Fine Dining,Franchise,5,Yes,No,20.17,Yes
Treated,L0J,York,Fast Food,No,13,Yes,No,16.32,No
Treated,L5V,Peel,Fast Casual,No,2,No,Yes,18.96,No
Treated,L3S,York,Family Style,No,13,Yes,Yes,20.51,Yes
Treated,L5P,Peel,Family Style,No,12,Yes,No,17.42,Yes
Treated,L0P,Halton,Family Style,Franchise,11,Yes,Yes,20.19,No
Treated,L0J,York,Premium Casual,No,18,Yes,No,17.93,No
Treated,L6R,Peel,Casual Dining,No,2,Yes,No,18.75,No
Treated,L6H,Halton,Casual Dining,No,1,Yes,Yes,14.04,Yes
Treated,M5I,Toronto,Casual Dining,No,6,Yes,No,13.64,No
Treated,L1S,Durham,Fast Casual,No,18,No,Yes,15.88,No
Treated,L6C,York,Fine Dining,No,10,Yes,Yes,12.8,No
Treated,M7L,Toronto,Casual Dining,No,1,Yes,No,20.5,No
Treated,L0C,Durham,Family Style,No,4,Yes,No,21.76,No
Treated,M6S,Toronto,Casual Dining,No,3,Yes,No,16.85,No
Treated,L9T,Halton,Fast Food,No,20,Yes,No,19.87,No
Treated,L7K,Peel,Fast Food,No,7,Yes,Yes,19.12,No
Treated,L3R,York,Premium Casual,Franchise,10,Yes,No,21.36,No
Treated,M1Q,Toronto,Fast Food,No,1,Yes,Yes,16.84,No
Treated,M9M,Toronto,Fast Casual,Franchise,12,Yes,Yes,19.61,No
Treated,L0E,Durham,Casual Dining,No,3,Yes,No,20.06,No
Treated,L4C,York,Family Style,No,12,Yes,Yes,18.94,No
Treated,L7K,Peel,Casual Dining,No,2,Yes,Yes,21.02,No
Treated,L3Z,York,Fine Dining,Franchise,1,Yes,No,21.46,No
Treated,L1H,Durham,Fast Food,Franchise,8,Yes,No,17.84,No
Treated,M5P,Toronto,Family Style,Franchise,11,Yes,No,18.51,No
Treated,M9I,Toronto,Fast Casual,No,3,Yes,No,17.55,No
Treated,L0E,Durham,Fast Casual,No,16,Yes,No,19.62,No
Treated,L4E,York,Fine Dining,Franchise,0,Yes,No,20.76,No
Treated,L6E,York,Premium Casual,Franchise,21,Yes,Yes,20.31,Yes
Treated,M2B,Toronto,Casual Dining,No,6,Yes,No,15.58,Yes
Treated,L6R,Peel,Casual Dining,No,19,Yes,Yes,18.72,No
Treated,L7A,Peel,Family Style,Franchise,7,Yes,No,18.59,No
Treated,M2F,Toronto,Fast Food,No,16,Yes,No,17.66,No
Treated,L9E,Halton,Family Style,Franchise,14,Yes,Yes,19.02,No
Treated,L5C,Peel,Fast Food,No,3,Yes,No,20.28,No
Treated,M1O,Toronto,Fast Food,Franchise,16,Yes,Yes,17.22,Yes
Treated,L0H,York,Premium Casual,Franchise,21,Yes,No,21.7,Yes
Treated,M7Q,Toronto,Casual Dining,Franchise,12,Yes,No,16.08,No
Treated,M7H,Toronto,Fast Food,Franchise,0,Yes,No,20.37,No
Treated,M3R,Toronto,Fast Casual,No,7,Yes,Yes,19.31,No
Treated,L0P,Halton,Casual Dining,Franchise,1,Yes,Yes,15.71,No
Treated,L4X,Peel,Fine Dining,No,11,Yes,No,20.59,No
Treated,L1R,Durham,Fast Casual,Franchise,8,Yes,Yes,17.43,No
Treated,L0B,Durham,Fine Dining,No,8,Yes,Yes,22.04,Yes
Treated,M9I,Toronto,Fast Casual,Franchise,25,Yes,No,15.91,No
Treated,L4T,Peel,Casual Dining,Franchise,4,Yes,No,14.04,No
Treated,M7Z,Toronto,Casual Dining,Franchise,21,Yes,No,17.8,No
Treated,L0J,York,Casual Dining,Franchise,20,Yes,No,20.67,No
Treated,L7B,York,Family Style,Franchise,17,Yes,No,18.01,Yes
Treated,L4W,Peel,Fast Casual,No,5,Yes,Yes,16.58,No
Treated,M7N,Toronto,Fast Food,Franchise,5,Yes,No,18.38,No
Treated,L9P,Durham,Fast Casual,No,4,No,Yes,17.89,No
Treated,L6W,Peel,Family Style,No,13,Yes,Yes,14.78,No
Treated,M1J,Toronto,Fast Food,No,10,Yes,No,17.09,No
Treated,L1K,Durham,Premium Casual,Franchise,13,Yes,No,19.46,No
Treated,L0H,York,Fast Casual,No,7,Yes,Yes,18.66,No
Treated,L9L,Durham,Family Style,No,7,Yes,No,15.68,No
Treated,L6H,Halton,Family Style,No,1,Yes,No,15.08,No
Treated,L0G,York,Fine Dining,Franchise,9,Yes,No,16.61,No
Treated,L0P,Halton,Casual Dining,No,4,Yes,Yes,18.74,No
Treated,L7B,York,Family Style,No,6,Yes,No,20,No
Treated,M5D,Toronto,Fast Food,Franchise,11,Yes,No,19.72,No
Treated,L4X,Peel,Fast Food,No,14,No,No,24.36,No
Treated,M5R,Toronto,Fast Food,No,0,Yes,No,18.53,No
Treated,L6C,York,Fast Casual,No,4,Yes,No,18.26,No
Treated,L9N,York,Fast Casual,No,11,No,No,20.45,No
Treated,L6S,Peel,Premium Casual,No,10,Yes,No,18.24,No
Treated,L0B,Durham,Fast Casual,Franchise,11,Yes,No,20.86,No
Treated,M7F,Toronto,Fast Food,Franchise,6,Yes,Yes,14.04,No
Treated,L6H,Halton,Family Style,No,8,No,No,18.26,No
Treated,M4I,Toronto,Casual Dining,No,9,Yes,Yes,13.91,No
Treated,M6W,Toronto,Premium Casual,No,10,Yes,Yes,18.59,Yes
Treated,L9T,Halton,Fast Casual,Franchise,6,Yes,No,20.85,No
Treated,L1Z,Durham,Casual Dining,No,12,Yes,Yes,16.58,No
Treated,L6T,Peel,Fast Food,Franchise,11,Yes,No,20.68,No
Treated,M0T,Toronto,Fast Food,No,3,No,Yes,21.23,No
Treated,L6L,Halton,Fast Casual,Franchise,13,Yes,Yes,18.15,No
Treated,L4Z,Peel,Family Style,No,5,Yes,No,21.04,No
Treated,L0H,York,Family Style,No,16,Yes,Yes,17.54,No
Treated,M9W,Toronto,Fast Food,No,8,No,Yes,22.86,No
Treated,L5G,Peel,Fast Casual,No,21,Yes,Yes,16.21,No
Treated,L7K,Peel,Fast Casual,No,9,Yes,No,16.79,No
Treated,M4V,Toronto,Casual Dining,No,13,Yes,No,21,No
Treated,M8O,Toronto,Family Style,No,17,Yes,Yes,18.48,No
Treated,L3X,York,Family Style,No,13,Yes,No,15.85,No
Treated,L6R,Peel,Fast Casual,Franchise,11,Yes,No,23.38,No
Treated,L4S,York,Family Style,No,21,Yes,No,21.74,No
Treated,M3S,Toronto,Fast Casual,No,15,Yes,No,19.13,No
Treated,L9P,Durham,Casual Dining,Franchise,2,Yes,Yes,14.75,No
Treated,M8P,Toronto,Casual Dining,No,9,Yes,No,23.07,No
Treated,L9P,Durham,Premium Casual,Franchise,16,Yes,Yes,20.63,No
Treated,L0C,Durham,Casual Dining,Franchise,7,Yes,Yes,16.6,No
Treated,L7E,York,Fast Casual,No,10,No,Yes,21.72,Yes
Treated,L7E,York,Fast Casual,No,16,Yes,Yes,18.79,No
Treated,L7C,Peel,Casual Dining,Franchise,3,Yes,Yes,20.68,No
Treated,M6Y,Toronto,Casual Dining,No,10,Yes,Yes,20.2,No
Treated,L0H,York,Fast Food,No,4,Yes,No,21.75,No
Treated,L5B,Peel,Family Style,Franchise,4,No,Yes,19.63,No
Treated,M5M,Toronto,Premium Casual,Franchise,8,No,No,19.8,No
Treated,L3Z,York,Premium Casual,No,14,Yes,No,17.19,Yes
Treated,L0E,Durham,Fast Food,No,10,No,Yes,18.66,No
Treated,L7B,York,Family Style,Franchise,9,Yes,No,19.34,No
Treated,L0G,York,Premium Casual,No,0,Yes,Yes,16.97,No
Treated,L4V,Peel,Fast Casual,No,23,Yes,No,19.63,No
Treated,L3R,York,Fast Casual,Franchise,19,Yes,No,22.99,No
Treated,L9T,Halton,Fine Dining,Franchise,11,Yes,No,16.23,No
Treated,L9E,Halton,Casual Dining,Franchise,8,Yes,Yes,13.95,No
Treated,L9N,York,Fast Food,No,13,Yes,Yes,21.64,No
Treated,L6X,Peel,Fast Casual,Franchise,17,Yes,No,18.8,No
Treated,L9N,York,Casual Dining,Franchise,10,Yes,No,18.1,No
Treated,L4E,York,Casual Dining,Franchise,5,Yes,Yes,17.47,No
Treated,L7E,York,Premium Casual,No,20,No,No,20.79,No
Treated,L3P,York,Premium Casual,No,2,Yes,No,17.96,No
Treated,M2S,Toronto,Family Style,Franchise,6,Yes,No,18.84,Yes
Treated,L5S,Peel,Family Style,Franchise,12,Yes,Yes,17,No
Treated,L7K,Peel,Family Style,No,18,Yes,No,17.94,Yes
Treated,M0H,Toronto,Family Style,Franchise,12,Yes,Yes,17.51,No
Treated,M0B,Toronto,Fast Food,No,0,No,No,16.69,No
Treated,L0P,Halton,Premium Casual,Franchise,0,No,Yes,13.79,No
Treated,M5T,Toronto,Fast Food,No,16,Yes,No,18.51,No
Treated,M4W,Toronto,Fast Casual,No,8,Yes,No,14.83,No
Treated,L4E,York,Family Style,No,7,Yes,No,23.81,No
Treated,L4S,York,Premium Casual,Franchise,16,Yes,No,15.63,No
Treated,L7B,York,Fast Casual,No,7,Yes,No,21.44,No
Treated,L7P,Halton,Casual Dining,No,1,Yes,No,18.37,No
Treated,M7W,Toronto,Fine Dining,No,15,Yes,No,17.68,No
Treated,M8L,Toronto,Fast Casual,Franchise,16,Yes,Yes,12.71,No
Treated,L5E,Peel,Premium Casual,No,0,Yes,No,16.37,No
Treated,L6V,Peel,Fast Food,No,16,Yes,Yes,18.66,No
Treated,L5H,Peel,Family Style,No,12,Yes,Yes,20.26,Yes
Treated,M8H,Toronto,Fine Dining,No,5,No,Yes,19.55,Yes
Treated,L9P,Durham,Fine Dining,No,27,No,Yes,16.42,No
Treated,M3N,Toronto,Casual Dining,No,9,Yes,Yes,17.69,No
Treated,L4V,Peel,Family Style,Franchise,5,Yes,No,20.33,No
Treated,L6M,Halton,Casual Dining,No,3,Yes,No,18.4,No
Treated,L7M,Halton,Premium Casual,No,0,Yes,Yes,18.38,No
Treated,M6R,Toronto,Family Style,No,23,Yes,No,17.77,No
